verdict	cat	fix	tier	flags	manual	headword	reading	glossEn	llm_ko	stdict_def	manual_reason	category	classSource	band	id
o			5			成行	なりゆき	course (of events); development; progress; outcome	경과, 전개, 결과	성품과 행실을 아울러 이르는 말.		3	llm	1	1599700
o			5			世銀	せぎん	World Bank	세계은행	은을 파는 가게에서 세금으로 바치던 은.		3	llm	1	1888360
o			3		Y(3)	少々	しょうしょう	a little; a bit; a small amount; a few	조금, 잠시	‘소소하다’의 어근.		3	llm	1	1594930
o			3		Y(3)	疎開	そかい	evacuation (to the country); spreading out (troops); deployment; dispersal	피난, 분산	둘 사이에서 양편의 일이 진행되게 주선함.		3	llm	1	1396690
o			5			小物	こもの	accessories; small articles; minor character; small fry	소품, 작은 물건	소찬(素饌)에 쓰는 나물붙이.		3	llm	1	1348730
o			5			小柄	こがら	small build; small stature; petite; small pattern	작은 체구, 작은 무늬	적은 수의 병사.		3	llm	1	1348770
o			5			素案	そあん	rough plan; draft	초안, 개요	‘소안하다’의 어근.		3	llm	1	1960210
o			5			素敵	すてき	lovely; wonderful; charming; enchanting	멋짐, 훌륭함	대한 제국 때에, ‘피콜로’를 이르던 말.		3	llm	1	1397350
o			5			疎通	そつう	(mutual) understanding; communication; passing without obstruction	소통, 원활한 교류	작은 통.		3	llm	1	1396750
o			5			少数意見	しょうすういけん	minority opinion	소수 의견			3	default	1	1938420
o			5			手頃	てごろ	handy; convenient; suitable; reasonable	적당함, 편리함, 알맞음	오경의 하나. 손이 싸늘하고 뻣뻣하여지는 증상이다. 수막염에서 볼 수 있다.		3	llm	1	1327660
o			5			水道水	すいどうすい	tap water	수돗물			3	default	1	1960280
