verdict	cat	fix	tier	flags	manual	headword	reading	glossEn	llm_ko	stdict_def	manual_reason	category	classSource	band	id
o			5			唯一	ゆいいつ	only; sole; unique	유일함; 하나뿐임	조선 시대의 승려(1720~1799). 속성은 천(千). 자는 무이(無二). 호는 연담(蓮潭). 어려서 글을 배우고 18세에 출가하여 체정(體淨)·상언(尙彦) 등 여러 스승에게서 배웠다. 31세 때부터 보림사에서 강석(講席)을 열어 30여 년 동안 반야경·원각경·≪현담≫을 강의하였다. 저서에 ≪현담사기(玄談私記)≫, ≪대교유망기(大敎遺忘記)≫, ≪제경회요(諸經會要)≫ 따위가 있다.		3	llm	0	1538920
o			5			遺跡	いせき	(archeological) remains; ruins; relics	유적	어린아이가 젖에 체하여 생기는 병증.		3	llm	0	1159380
o			5			遊説	ゆうぜい	election tour; election campaign; stumping	유세	→ 누설.		3	llm	0	1542270
o			5			銀座	ぎんざ	Ginza (district in Tokyo); busy shopping district; bustling location; silver mint (Edo period)	긴자(도쿄의 지역명); 번화가			3	default	0	1243530
o			5			衣装	いしょう	clothing; costume; outfit; garment	의상; 복장	옷을 넣는 장.		3	llm	0	1158760
o			5			二階	にかい	second floor; upstairs	2층; 위층	십계(十界)와 삼계(三界)를 통틀어 이르는 말.		3	llm	0	1461420
o			5			二階建	にかいだて	two-storied building	2층 건물			3	default	0	1599800
o			5			二度	ふたたび	again; once more; a second time	두 번; 다시	도를 닦는 데에 서로 맞서는 두 가지 길. 교도와 증도, 난행도와 이행도, 무루도와 유루도, 무간도와 해탈도, 내도와 외도, 정도와 사도 따위이다.		3	llm	0	1292300
o			5			二度	にど	two times; twice; two degrees	두 번; 두 차례	도를 닦는 데에 서로 맞서는 두 가지 길. 교도와 증도, 난행도와 이행도, 무루도와 유루도, 무간도와 해탈도, 내도와 외도, 정도와 사도 따위이다.		3	llm	0	1462730
o			5			二枚	にまい	two sheets (of paper or other flat objects)	두 장	하회 별신굿에서, 선비의 하인 탈을 쓰고 춤추는 사람. 또는 그 탈.		3	llm	0	1954200
o			5			二百	にひゃく	200; two hundred	이백	중국 주(周)나라 때 정무를 맡았던 양백(兩伯). 주공(周公)과 소공(小公)을 이른다.		3	llm	0	1656380
o			5			二番	にばん	second; number two; runner-up	두 번째; 2번	곧 돌아오거나 이제 막 지나간 차례.		3	llm	0	1462950
o			5			二十四時間制	にじゅうよじかんせい	around-the-clock system	24시간제			3	default	0	1462010
