verdict	cat	fix	tier	flags	manual	headword	reading	glossEn	llm_ko	stdict_def	manual_reason	category	classSource	band	id
o			5			普段	ふだん	usual; normal; everyday; habitual	평소; 평상시			3	default	0	1497180
o			5			補正予算	ほせいよさん	revised budget; supplementary budget	추가 예산; 수정 예산			3	default	0	1690170
o			5			補佐	ほさ	aid; help; assistance; assistant	보좌; 돕는 일	보호하여 도움.		3	llm	0	1603460
o			5			本因坊	ほんいんぼう	Hon'inbō; Honinbo; grandmaster	혼인보; 바둑 우승자의 칭호 중 하나			3	default	0	1822740
o			5			本当	ほんとう	truth; reality; actuality; fact	진실; 사실; 진짜	신자의 영혼에 대한 지도와 전교를 맡은 주임 신부가 상주하는 성당.		3	llm	0	1523060
o			5			本気	ほんき	seriousness; earnestness; truth; sanctity	진심; 본심	기전체의 역사 서술에서, 왕의 사적(事跡)을 기록한 부분.		3	llm	0	1522370
o			5			府警	ふけい	prefectural police (Osaka or Kyoto)	지방 경찰	‘부경하다’의 어근.		3	llm	0	1905870
o			5			付近	ふきん	neighborhood; neighbourhood; vicinity; environs	근처; 주변	부군당에 모신 신령.		3	llm	0	1496240
o			5			負担	ふたん	burden; load; responsibility; bearing (a cost, responsibility, etc.)	부담; 책임	‘부단하다’의 어근.		3	llm	0	1498130
o			5			不十分	ふじゅうぶん	insufficient; inadequate; imperfect	불충분함; 부족함			3	default	0	1492740
o			5			部屋	へや	room; chamber; apartment; flat	방; 거처	조선 시대에, 각 지방 관아에 있던 감옥.		3	llm	0	1499320
o			3		Y(3)	負債	ふさい	debt; liabilities	부채; 채무	손으로 흔들어 바람을 일으키는 물건. 대오리로 살을 하고 종이나 헝겊 따위를 발라서 자루를 붙여 만든다. 태극선, 미선, 합죽선, 부들부채, 까치선 따위가 있다.		3	llm	0	1498080
o			5			北陸	ほくりく	Hokuriku region (of Honshu; incl. Niigata, Toyama, Ishikawa and Fukui prefectures)	호쿠리쿠 지방			3	default	0	1521370
o			5			北朝鮮	きたちょうせん	North Korea	북조선			3	default	0	1521200
